country,field,year,num_patent_granted,complete
Sweden,Energy Management,2019,2,False
Israel,Energy Management,2021,0,False
Spain,Industry and Manufacturing,2020,9,False
Poland,Industry and Manufacturing,2018,2,True
Hungary,Industry and Manufacturing,2015,0,True
Denmark,Industry and Manufacturing,2018,1,True
Netherlands,Life Sciences,2024,0,False
Malaysia,Life Sciences,2019,5,False
United States,Life Sciences,2022,268,False
Taiwan,Life Sciences,2023,9,False
New Zealand,Life Sciences,2022,0,False
Slovenia,Life Sciences,2018,2,True
Japan,Life Sciences,2016,199,True
India,Life Sciences,2017,28,True
Mexico,Personal Devices and Computing,2015,4,True
International Bureau of WIPO,Personal Devices and Computing,2017,5,True
South Africa,Personal Devices and Computing,2024,0,False
Czechia,Personal Devices and Computing,2018,1,True
Czechia,Personal Devices and Computing,2023,0,False
Italy,Personal Devices and Computing,2022,2,False
United States,Personal Devices and Computing,2023,219,False
Spain,Personal Devices and Computing,2021,7,False
Canada,Personal Devices and Computing,2016,139,True
Denmark,Personal Devices and Computing,2022,0,False
European Patent Organization,Personal Devices and Computing,2020,313,False
Denmark,Physical Sciences and Engineering,2017,0,True
Japan,Physical Sciences and Engineering,2017,47,True
Japan,Physical Sciences and Engineering,2019,138,False
Italy,Physical Sciences and Engineering,2019,3,False
Peru,Physical Sciences and Engineering,2021,1,False
Singapore,Physical Sciences and Engineering,2015,3,True
South Korea,Physical Sciences and Engineering,2021,261,False
New Zealand,Physical Sciences and Engineering,2022,0,False
Poland,Security,2018,1,True
Serbia,Security,2015,0,True
Canada,Security,2015,7,True
European Patent Organization,Security,2015,2,True
Philippines,Security,2017,0,True
Peru,Security,2015,0,True
Saudi Arabia,Security,2021,0,False
France,Security,2018,11,True
Germany,Security,2018,22,True
Italy,Security,2021,1,False
Romania,Telecommunications,2015,1,True
Romania,Telecommunications,2016,0,True
Austria,Telecommunications,2022,0,False
Australia,Telecommunications,2019,92,False
Greece,Telecommunications,2021,2,False
Hungary,Telecommunications,2015,0,True
United Kingdom,Telecommunications,2018,51,True
Belgium,Telecommunications,2018,1,True
Germany,Telecommunications,2019,73,False
Colombia,Telecommunications,2019,0,False
China (mainland),Telecommunications,2023,2557,False
Uruguay,Transportation,2017,0,True
Romania,Transportation,2017,0,True
Netherlands,Transportation,2018,0,True
Turkey,Transportation,2017,0,True
Turkey,Transportation,2019,0,False
Japan,Transportation,2021,119,False
Germany,Transportation,2017,138,True
Czechia,Transportation,2020,0,False
Portugal,Transportation,2019,0,False
Serbia,Agriculture,2020,0,False
Romania,Agriculture,2023,0,False
Australia,Agriculture,2015,2,True
Mexico,Agriculture,2015,0,True
World Intellectual Property Organization (WIPO),Agriculture,2023,0,False
South Korea,Agriculture,2015,1,True
South Korea,Agriculture,2023,12,False
Poland,All,2021,14,False
Croatia,All,2015,2,True
Peru,All,2020,8,False
Germany,All,2024,29,False
Czechia,All,2020,2,False
Taiwan,All,2022,449,False
United States,All,2023,446,False
Netherlands,Banking and Finance,2017,0,True
Spain,Banking and Finance,2023,0,False
Israel,Banking and Finance,2020,0,False
Luxembourg,Business,2018,0,True
Sweden,Business,2015,1,True
Poland,Business,2015,1,True
Denmark,Business,2017,0,True
International Bureau of WIPO,Business,2015,0,True
India,Business,2015,16,True
Morocco,Business,2015,1,True
Netherlands,Business,2023,0,False
European Patent Organization,Business,2018,30,True
Singapore,Business,2016,12,True
Mexico,Business,2015,3,True
Russia,Business,2020,10,False
United States,Business,2019,1639,False
Indonesia,Energy Management,2016,0,True
Belgium,Energy Management,2020,1,False
Singapore,Energy Management,2015,1,True
New Zealand,Energy Management,2018,0,True
Ukraine,Energy Management,2018,0,True
European Patent Organization,Energy Management,2019,32,False
Spain,Energy Management,2021,4,False
Greece,Energy Management,2017,0,True
Greece,Energy Management,2023,0,False
Morocco,Energy Management,2015,0,True
Serbia,Energy Management,2015,0,True
Finland,Industry and Manufacturing,2017,1,True
International Bureau of WIPO,Industry and Manufacturing,2017,1,True
International Bureau of WIPO,Industry and Manufacturing,2018,1,True
Singapore,Industry and Manufacturing,2017,4,True
Switzerland,Industry and Manufacturing,2020,1,False
Spain,Industry and Manufacturing,2024,0,False
Poland,Industry and Manufacturing,2017,1,True
Brazil,Industry and Manufacturing,2018,12,True
Israel,Industry and Manufacturing,2017,3,True
Sweden,Industry and Manufacturing,2019,2,False
Netherlands,Life Sciences,2023,1,False
Sweden,Life Sciences,2022,3,False
Australia,Life Sciences,2020,189,False
Greece,Life Sciences,2016,0,True
Jordan,Life Sciences,2021,0,False
Portugal,Life Sciences,2018,2,True
Uruguay,Life Sciences,2017,0,True
Hungary,Life Sciences,2018,2,True
Turkey,Personal Devices and Computing,2015,2,True
China (mainland),Personal Devices and Computing,2023,12165,False
San Marino,Personal Devices and Computing,2018,0,True
Israel,Personal Devices and Computing,2018,6,True
Taiwan,Personal Devices and Computing,2019,112,False
Italy,Personal Devices and Computing,2023,1,False
Argentina,Personal Devices and Computing,2020,1,False
Ireland,Personal Devices and Computing,2016,1,True
Singapore,Personal Devices and Computing,2021,2,False
New Zealand,Personal Devices and Computing,2015,5,True
Denmark,Physical Sciences and Engineering,2020,0,False
Denmark,Physical Sciences and Engineering,2022,1,False
Colombia,Physical Sciences and Engineering,2015,1,True
China (mainland),Physical Sciences and Engineering,2023,1313,False
Israel,Physical Sciences and Engineering,2015,0,True
Finland,Physical Sciences and Engineering,2022,1,False
Malaysia,Physical Sciences and Engineering,2015,0,True
Argentina,Physical Sciences and Engineering,2019,2,False
South Africa,Physical Sciences and Engineering,2016,0,True
Philippines,Physical Sciences and Engineering,2021,0,False
Luxembourg,Security,2021,2,False
Belgium,Security,2019,0,False
Kenya,Security,2016,0,True
China (mainland),Security,2015,53,True
Malaysia,Security,2019,1,False
Croatia,Security,2018,0,True
Israel,Telecommunications,2015,4,True
Sweden,Telecommunications,2018,5,True
Peru,Telecommunications,2020,3,False
Japan,Telecommunications,2016,143,True
Japan,Telecommunications,2021,290,False
Morocco,Telecommunications,2015,1,True
Peru,Transportation,2020,0,False
Italy,Transportation,2021,2,False
Italy,Transportation,2023,0,False
Sweden,Transportation,2019,1,False
South Korea,Transportation,2020,370,False
France,Transportation,2018,30,True
Australia,Transportation,2019,22,False
Switzerland,Transportation,2018,0,True
Switzerland,Transportation,2020,0,False
United Kingdom,Transportation,2015,7,True
United Kingdom,Transportation,2017,33,True
Ireland,Transportation,2018,0,True
Malaysia,Transportation,2019,0,False
Denmark,Transportation,2017,2,True
World Intellectual Property Organization (WIPO),Transportation,2023,1,False
Luxembourg,Transportation,2016,0,True
Czechia,Agriculture,2019,0,False
Spain,Agriculture,2023,0,False
Uruguay,Agriculture,2017,1,True
India,All,2017,199,True
Netherlands,All,2016,6,True
Saudi Arabia,All,2021,1,False
Peru,All,2015,2,True
Greece,All,2017,10,True
Japan,All,2021,2567,False
Japan,All,2022,1062,False
Italy,All,2019,39,False
Germany,All,2018,447,True
Mexico,Banking and Finance,2020,3,False
New Zealand,Banking and Finance,2021,0,False
Canada,Banking and Finance,2022,1,False
Japan,Banking and Finance,2021,44,False
South Africa,Business,2017,0,True
Luxembourg,Business,2020,2,False
Luxembourg,Business,2021,6,False
Italy,Business,2015,0,True
Israel,Business,2017,3,True
World Intellectual Property Organization (WIPO),Business,2018,2,True
Singapore,Business,2015,5,True
New Zealand,Business,2019,0,False
Australia,Business,2017,33,True
Jordan,Business,2021,0,False
Peru,Energy Management,2016,0,True
Lithuania,Energy Management,2022,0,False
Poland,Energy Management,2018,1,True
Switzerland,Energy Management,2021,0,False
Ukraine,Energy Management,2017,0,True
France,Energy Management,2021,6,False
Italy,Energy Management,2016,0,True
Portugal,Energy Management,2021,0,False
Finland,Industry and Manufacturing,2022,1,False
Colombia,Industry and Manufacturing,2015,1,True
Netherlands,Industry and Manufacturing,2024,0,False
Belgium,Industry and Manufacturing,2023,0,False
Australia,Industry and Manufacturing,2021,61,False
Lithuania,Industry and Manufacturing,2018,0,True
Greece,Industry and Manufacturing,2017,1,True
South Korea,Industry and Manufacturing,2022,295,False
Peru,Industry and Manufacturing,2021,0,False
China (mainland),Life Sciences,2020,2547,False
Serbia,Life Sciences,2020,1,False
United States,Life Sciences,2016,712,True
Bulgaria,Life Sciences,2015,0,True
Greece,Life Sciences,2017,0,True
Finland,Life Sciences,2015,2,True
Germany,Life Sciences,2024,9,False
Hungary,Life Sciences,2020,2,False
Lithuania,Life Sciences,2018,4,True
Austria,Life Sciences,2019,0,False
South Korea,Personal Devices and Computing,2023,135,False
Russia,Personal Devices and Computing,2016,62,True
Taiwan,Personal Devices and Computing,2024,0,False
Czechia,Personal Devices and Computing,2022,0,False
Luxembourg,Personal Devices and Computing,2021,9,False
Singapore,Personal Devices and Computing,2016,29,True
Australia,Personal Devices and Computing,2017,112,True
Denmark,Personal Devices and Computing,2018,9,True
Netherlands,Physical Sciences and Engineering,2023,0,False
Belgium,Physical Sciences and Engineering,2021,1,False
Romania,Physical Sciences and Engineering,2021,0,False
Peru,Physical Sciences and Engineering,2019,1,False
South Korea,Physical Sciences and Engineering,2023,21,False
Norway,Physical Sciences and Engineering,2020,1,False
Morocco,Physical Sciences and Engineering,2020,0,False
Poland,Physical Sciences and Engineering,2022,0,False
Taiwan,Physical Sciences and Engineering,2022,5,False
Portugal,Physical Sciences and Engineering,2021,0,False
Luxembourg,Physical Sciences and Engineering,2020,2,False
Philippines,Physical Sciences and Engineering,2016,0,True
Philippines,Physical Sciences and Engineering,2020,1,False
Sweden,Security,2022,4,False
Canada,Security,2016,22,True
Australia,Security,2018,32,True
Portugal,Security,2019,0,False
New Zealand,Security,2019,2,False
South Korea,Security,2024,0,False
Israel,Security,2017,3,True
Bulgaria,Security,2023,0,False
Argentina,Security,2017,0,True
Greece,Telecommunications,2019,0,False
Brazil,Telecommunications,2022,0,False
Poland,Telecommunications,2020,1,False
Russia,Telecommunications,2021,5,False
Peru,Transportation,2018,0,True
Mexico,Transportation,2020,7,False
Sweden,Transportation,2017,5,True
Brazil,Transportation,2018,12,True
Russia,Transportation,2021,5,False
Norway,Transportation,2023,0,False
Malaysia,Transportation,2017,3,True
United States,Transportation,2023,23,False
European Patent Organization,Transportation,2023,0,False
Poland,Agriculture,2017,1,True
Poland,Agriculture,2020,1,False
Slovakia,Agriculture,2023,0,False
World Intellectual Property Organization (WIPO),Agriculture,2019,2,False
World Intellectual Property Organization (WIPO),Agriculture,2022,1,False
South Korea,Agriculture,2016,13,True
South Korea,Agriculture,2024,1,False
Belgium,Agriculture,2016,0,True
Japan,Agriculture,2023,1,False
Slovenia,Agriculture,2022,0,False
Ireland,All,2018,1,True
Italy,All,2021,21,False
Hungary,All,2021,6,False
Norway,All,2020,6,False
World Intellectual Property Organization (WIPO),Banking and Finance,2017,1,True
Italy,Banking and Finance,2022,0,False
Sweden,Banking and Finance,2021,1,False
India,Banking and Finance,2019,0,False
Taiwan,Banking and Finance,2024,1,False
Singapore,Banking and Finance,2017,10,True
Mexico,Banking and Finance,2017,1,True
Romania,Banking and Finance,2017,0,True
New Zealand,Banking and Finance,2016,0,True
Canada,Banking and Finance,2015,15,True
Sweden,Business,2021,1,False
Czechia,Business,2022,0,False
Croatia,Business,2019,0,False
Argentina,Business,2019,1,False
Malaysia,Energy Management,2022,1,False
New Zealand,Energy Management,2019,0,False
Philippines,Energy Management,2018,0,True
Philippines,Energy Management,2020,0,False
San Marino,Energy Management,2018,0,True
Brazil,Energy Management,2015,3,True
Spain,Energy Management,2023,1,False
Costa Rica,Energy Management,2020,0,False
United Kingdom,Energy Management,2024,1,False
Bulgaria,Industry and Manufacturing,2015,0,True
Bulgaria,Industry and Manufacturing,2023,0,False
United Kingdom,Industry and Manufacturing,2016,11,True
South Africa,Industry and Manufacturing,2017,0,True
Greece,Industry and Manufacturing,2023,0,False
South Korea,Industry and Manufacturing,2024,0,False
Norway,Industry and Manufacturing,2019,2,False
Canada,Industry and Manufacturing,2021,26,False
Peru,Industry and Manufacturing,2017,0,True
Netherlands,Life Sciences,2021,8,False
Morocco,Life Sciences,2022,0,False
Malaysia,Life Sciences,2021,1,False
Luxembourg,Life Sciences,2024,1,False
Bulgaria,Life Sciences,2018,0,True
South Korea,Life Sciences,2019,713,False
Hungary,Life Sciences,2017,2,True
Hungary,Life Sciences,2019,2,False
Austria,Life Sciences,2020,0,False
Taiwan,Personal Devices and Computing,2018,109,True
Philippines,Personal Devices and Computing,2018,1,True
Philippines,Personal Devices and Computing,2020,5,False
Norway,Personal Devices and Computing,2021,2,False
Estonia,Personal Devices and Computing,2022,0,False
Chile,Physical Sciences and Engineering,2015,0,True
Netherlands,Physical Sciences and Engineering,2020,0,False
France,Physical Sciences and Engineering,2021,5,False
Japan,Physical Sciences and Engineering,2022,48,False
Peru,Physical Sciences and Engineering,2018,1,True
Malaysia,Physical Sciences and Engineering,2020,1,False
Norway,Physical Sciences and Engineering,2021,1,False
Bulgaria,Physical Sciences and Engineering,2018,0,True
Poland,Physical Sciences and Engineering,2023,0,False
