country,field,year,estimated_investment,complete
Hungary,NLP,2016,1,True
United States,NLP,2015,237,True
Ireland,NLP,2020,22,True
Germany,NLP,2017,1,True
Austria,NLP,2021,15,True
United Kingdom,NLP,2025,102,False
Finland,Navigation and mapping,2017,2,True
India,Navigation and mapping,2016,2,True
Saudi Arabia,Navigation and mapping,2017,0,True
New Zealand,Navigation and mapping,2018,30,True
New Zealand,Navigation and mapping,2022,1,True
Canada,Navigation and mapping,2015,1,True
Pakistan,Other,2020,0,True
South Africa,Other,2025,61,False
Romania,Other,2022,0,True
Netherlands,Other,2022,100,True
Belgium,Other,2015,8,True
Iceland,Other,2022,1,True
United Kingdom,Other,2016,452,True
Czechia,Other,2025,1,False
Portugal,Other,2021,4,True
Argentina,Other,2025,1,False
New Zealand,Other,2016,0,True
Italy,Privacy and Security,2015,0,True
India,Privacy and Security,2017,1,True
Bulgaria,Privacy and Security,2022,0,True
China (mainland),Privacy and Security,2018,38,True
Israel,Professional services,2025,182,False
Hungary,Professional services,2021,0,True
India,Professional services,2021,104,True
Slovakia,Professional services,2020,2,True
Oman,Professional services,2019,0,True
Chile,Real estate,2018,0,True
Germany,Real estate,2018,183,True
Hungary,Real estate,2018,0,True
India,Real estate,2021,83,True
Norway,Robotics,2019,3,True
Poland,Robotics,2016,0,True
Poland,Robotics,2022,3,True
Australia,Robotics,2018,0,True
Netherlands,Robotics,2020,53,True
Netherlands,Robotics,2021,96,True
United Kingdom,Robotics,2024,92,True
South Korea,Robotics,2016,47,True
United States,"Sales, retail, commerce, marketing",2024,8201,True
Latvia,"Sales, retail, commerce, marketing",2022,0,True
Kenya,"Sales, retail, commerce, marketing",2023,1,True
Nigeria,"Sales, retail, commerce, marketing",2017,0,True
Hungary,"Sales, retail, commerce, marketing",2015,0,True
Hungary,"Sales, retail, commerce, marketing",2022,0,True
Malaysia,"Sales, retail, commerce, marketing",2022,1,True
Bulgaria,"Sales, retail, commerce, marketing",2021,1,True
Finland,"Sales, retail, commerce, marketing",2017,14,True
Luxembourg,"Sales, retail, commerce, marketing",2015,0,True
Croatia,"Sales, retail, commerce, marketing",2024,0,True
India,"Sales, retail, commerce, marketing",2023,149,True
Thailand,"Sales, retail, commerce, marketing",2025,0,False
Singapore,"Sales, retail, commerce, marketing",2017,94,True
Singapore,"Sales, retail, commerce, marketing",2020,97,True
Australia,"Sales, retail, commerce, marketing",2024,54,True
United Kingdom,Semiconductor,2020,32,True
United States,Semiconductor,2023,781,True
France,Simulation,2025,2,False
Peru,Software,2020,3,True
China (mainland),Software,2019,2676,True
United Kingdom,Software,2025,6502,False
South Korea,Software,2021,4303,True
Turkey,Software,2023,40,True
Denmark,Software,2018,640,True
Panama,Software,2024,0,True
Switzerland,Software,2021,551,True
Qatar,Software,2023,2,True
Belgium,Software,2016,68,True
Zimbabwe,Software,2021,0,True
Ireland,Software,2017,92,True
Zambia,Software,2023,0,True
Czechia,Software,2019,32,True
New Zealand,Software,2022,166,True
Canada,Speech Recognition,2023,8,True
Israel,Sports,2024,18,True
Australia,Sports,2019,0,True
Cyprus,Sports,2025,18,False
Germany,Sports,2017,1,True
Germany,Sports,2018,2,True
Ireland,Sports,2020,10,True
Japan,Sports,2015,1,True
Japan,Sports,2019,2,True
Singapore,Sports,2018,1,True
Singapore,Sports,2023,1,True
Spain,Telecommunications,2018,1,True
Japan,Telecommunications,2019,5,True
Norway,Transportation,2024,0,True
United States,Transportation,2024,10617,True
Austria,Transportation,2024,34,True
Poland,Transportation,2018,2,True
Switzerland,Transportation,2020,31,True
Germany,Transportation,2016,320,True
Estonia,Transportation,2016,0,True
Ukraine,Agriculture,2017,0,True
United States,Agriculture,2016,31,True
Norway,Agriculture,2019,2,True
Switzerland,Agriculture,2016,2,True
Czechia,All,2016,3,True
Czechia,All,2021,179,True
Serbia,All,2017,0,True
Sri Lanka,All,2025,5,False
Mexico,All,2025,89,False
El Salvador,All,2021,1,True
Brazil,All,2016,14,True
Chile,All,2019,33,True
Sweden,All,2015,45,True
Slovakia,All,2017,25,True
Romania,All,2023,78,True
Netherlands,All,2018,1655,True
Norway,All,2024,255,True
Poland,All,2016,19,True
Israel,All,2020,2613,True
Turkey,All,2017,179,True
Belgium,Biotechnology,2023,83,True
Austria,Biotechnology,2020,3,True
Germany,Biotechnology,2017,4,True
Turkey,Biotechnology,2024,0,True
Netherlands,Biotechnology,2025,1,False
Italy,Biotechnology,2019,3,True
Uruguay,Biotechnology,2023,0,True
Japan,Community and Lifestyle,2022,18,True
France,Community and Lifestyle,2023,14,True
Brazil,Community and Lifestyle,2023,31,True
Singapore,Community and Lifestyle,2015,8,True
South Africa,Community and Lifestyle,2024,0,True
Indonesia,Community and Lifestyle,2025,0,False
Norway,Community and Lifestyle,2024,1,True
Poland,Community and Lifestyle,2023,2,True
Estonia,Community and Lifestyle,2022,0,True
Greece,Computer Vision,2021,2,True
Romania,Computer Vision,2022,0,True
Sweden,Computer Vision,2015,3,True
South Korea,Computer Vision,2018,8,True
Portugal,Computer Vision,2017,0,True
Brazil,Computer Vision,2020,80,True
Brazil,Computer Vision,2025,0,False
Italy,Computer Vision,2016,5,True
Hungary,Consumer goods,2019,0,True
Romania,Consumer goods,2025,3,False
Canada,Consumer goods,2024,179,True
United Kingdom,Consumer goods,2023,64,True
United States,Consumer goods,2017,2410,True
France,Consumer goods,2019,124,True
Latvia,Consumer goods,2019,2,True
Germany,Consumer goods,2016,179,True
India,Consumer goods,2020,12114,True
Japan,Cyber Security,2023,0,True
Japan,Cyber Security,2024,1,True
Israel,Cyber Security,2023,238,True
Saudi Arabia,Cyber Security,2022,42,True
Italy,Cyber Security,2018,2,True
Philippines,Data and analytics,2018,3,True
Finland,Data and analytics,2018,396,True
Oman,Data and analytics,2019,0,True
Sri Lanka,Data and analytics,2025,1,False
Estonia,Data and analytics,2025,45,False
Australia,Data and analytics,2018,163,True
Ukraine,Data and analytics,2024,282,True
Egypt,Data and analytics,2018,0,True
Egypt,Data and analytics,2019,2,True
United Arab Emirates,Data and analytics,2021,829,True
Malta,Data and analytics,2021,4,True
Ireland,Data and analytics,2019,90,True
Uruguay,Data and analytics,2023,3,True
Spain,Data and analytics,2023,503,True
Slovakia,Data and analytics,2021,1,True
Germany,Data and analytics,2020,2172,True
Cyprus,Data and analytics,2015,2,True
Greece,Data and analytics,2015,0,True
Vietnam,Data and analytics,2020,3,True
Ghana,Data and analytics,2022,1,True
Brazil,Education,2015,1,True
Spain,Education,2022,1,True
Australia,Education,2021,17,True
Malta,Education,2020,1,True
Finland,Education,2022,0,True
Portugal,Energy and natural resources,2020,1,True
South Korea,Energy and natural resources,2015,1,True
Spain,Energy and natural resources,2018,4,True
Romania,Energy and natural resources,2025,0,False
United Kingdom,Energy and natural resources,2015,12,True
Brazil,Energy and natural resources,2018,2,True
Saudi Arabia,Facial Recognition,2021,3,True
France,Finance,2023,180,True
Japan,Finance,2021,72,True
Romania,Finance,2019,0,True
Ghana,Finance,2021,0,True
Jordan,Finance,2022,0,True
Kenya,Finance,2017,1,True
Seychelles,Finance,2016,0,True
South Africa,Finance,2017,23,True
Saudi Arabia,Finance,2018,1053,True
Saudi Arabia,Finance,2019,5,True
South Korea,Finance,2019,8,True
Czechia,Finance,2021,10,True
Netherlands,Finance,2022,358,True
Georgia,Finance,2023,1,True
India,Finance,2021,282,True
Denmark,Gaming,2020,0,True
Denmark,Gaming,2023,0,True
Israel,Gaming,2016,7,True
India,Gaming,2019,49,True
India,Gaming,2024,8,True
Malaysia,Gaming,2016,2,True
Singapore,Gaming,2019,1,True
Bahrain,General purpose,2025,4,False
Saudi Arabia,General purpose,2023,1198,True
Saudi Arabia,General purpose,2024,1127,True
South Korea,General purpose,2025,315,False
Italy,General purpose,2022,46,True
Slovakia,General purpose,2025,10,False
Iceland,General purpose,2019,2,True
Philippines,General purpose,2023,1,True
Australia,General purpose,2022,546,True
Turkey,General purpose,2015,0,True
Pakistan,General purpose,2024,3,True
Tajikistan,General purpose,2023,0,True
Cyprus,General purpose,2019,3,True
Germany,Hardware,2021,714,True
Malaysia,Hardware,2015,0,True
Malaysia,Hardware,2017,0,True
Malaysia,Hardware,2020,9,True
Serbia,Hardware,2022,0,True
Brazil,Hardware,2017,4,True
Chile,Hardware,2022,1,True
Czechia,Hardware,2019,12,True
Estonia,Hardware,2016,0,True
Mexico,Hardware,2017,1,True
Mexico,Hardware,2023,4,True
Slovenia,Hardware,2018,0,True
Belgium,Hardware,2024,17,True
Austria,Healthcare and Life Sciences,2022,3,True
Ireland,Healthcare and Life Sciences,2019,2,True
India,Healthcare and Life Sciences,2020,34,True
Italy,Healthcare and Life Sciences,2016,0,True
Estonia,Healthcare and Life Sciences,2022,1,True
Singapore,Healthcare and Life Sciences,2023,65,True
Norway,Healthcare and Life Sciences,2015,1,True
Romania,Information Technology,2023,6,True
Kenya,Information Technology,2019,13,True
South Korea,Information Technology,2018,49,True
Saudi Arabia,Information Technology,2015,4,True
Vietnam,Information Technology,2021,5,True
Vietnam,Information Technology,2024,3,True
North Macedonia,Information Technology,2022,1,True
Japan,Information Technology,2021,307,True
Estonia,Information Technology,2018,3,True
South Africa,Information Technology,2018,3,True
Canada,Information Technology,2021,563,True
Hungary,Information Technology,2023,4,True
Argentina,Information Technology,2018,1,True
Switzerland,Lending and Investments,2020,139,True
South Korea,Manufacturing,2024,48,True
Germany,Manufacturing,2022,245,True
France,Manufacturing,2024,156,True
United Kingdom,Manufacturing,2025,29,False
Netherlands,Manufacturing,2024,2,True
Turkey,Manufacturing,2022,1,True
Egypt,Manufacturing,2021,0,True
Austria,Media and Entertainment,2019,3,True
China (mainland),Media and Entertainment,2018,454,True
Canada,Media and Entertainment,2024,276,True
Japan,Media and Entertainment,2018,25,True
Estonia,Media and Entertainment,2022,2,True
France,Media and Entertainment,2018,14,True
Serbia,Media and Entertainment,2017,0,True
Spain,Media and Entertainment,2016,2,True
Canada,"Military, public safety and government",2018,67,True
South Korea,"Military, public safety and government",2017,4,True
Israel,"Military, public safety and government",2017,1,True
United Kingdom,"Military, public safety and government",2021,8,True
Netherlands,"Military, public safety and government",2016,1,True
Brazil,"Military, public safety and government",2021,0,True
Brazil,"Military, public safety and government",2024,3,True
Germany,"Military, public safety and government",2025,322,False
Greece,"Mobile, platforms & Internet services",2024,58,True
France,"Mobile, platforms & Internet services",2019,378,True
Israel,"Mobile, platforms & Internet services",2020,325,True
Iceland,"Mobile, platforms & Internet services",2022,1,True
Bangladesh,"Mobile, platforms & Internet services",2024,4,True
Belgium,"Mobile, platforms & Internet services",2020,89,True
Latvia,"Mobile, platforms & Internet services",2022,0,True
Hungary,"Mobile, platforms & Internet services",2024,1,True
Indonesia,"Mobile, platforms & Internet services",2018,14,True
Singapore,"Mobile, platforms & Internet services",2024,575,True
Portugal,NLP,2018,3,True
United States,NLP,2020,2215,True
Ireland,NLP,2016,0,True
Malaysia,NLP,2023,0,True
Colombia,NLP,2023,0,True
Italy,NLP,2015,0,True
Canada,NLP,2022,18,True
Brazil,Navigation and mapping,2023,0,True
Italy,Navigation and mapping,2024,6,True
United States,Navigation and mapping,2016,121,True
Japan,Navigation and mapping,2024,1,True
Netherlands,Navigation and mapping,2022,2,True
Netherlands,Navigation and mapping,2023,13,True
Switzerland,Navigation and mapping,2017,0,True
South Africa,Navigation and mapping,2016,52,True
South Africa,Other,2021,3,True
Romania,Other,2018,0,True
Ukraine,Other,2021,19,True
Estonia,Other,2016,2,True
South Korea,Other,2022,209,True
Belgium,Other,2019,21,True
Iceland,Other,2015,0,True
Finland,Other,2023,2,True
Brazil,Other,2018,1,True
Slovenia,Other,2019,0,True
Denmark,Other,2020,16,True
Canada,Privacy and Security,2023,3,True
Seychelles,Privacy and Security,2015,0,True
Taiwan,Privacy and Security,2019,9,True
Switzerland,Privacy and Security,2015,0,True
Brazil,Privacy and Security,2018,3,True
France,Privacy and Security,2015,2,True
Sweden,Privacy and Security,2021,2,True
Denmark,Privacy and Security,2022,1,True
Denmark,Privacy and Security,2024,78,True
China (mainland),Privacy and Security,2016,11,True
Bahrain,Privacy and Security,2022,0,True
Spain,Privacy and Security,2015,0,True
Lithuania,Professional services,2023,0,True
Switzerland,Professional services,2018,2,True
Turkey,Professional services,2017,0,True
Turkey,Professional services,2019,0,True
Romania,Professional services,2017,0,True
Indonesia,Professional services,2023,7,True
United Kingdom,Professional services,2016,716,True
Saudi Arabia,Professional services,2019,1,True
Portugal,Professional services,2021,2,True
Czechia,Professional services,2020,22,True
United States,Real estate,2016,300,True
United States,Real estate,2017,312,True
Denmark,Real estate,2024,2,True
France,Real estate,2017,1,True
Germany,Real estate,2019,32,True
United Kingdom,Real estate,2016,4,True
Saudi Arabia,Real estate,2016,0,True
Denmark,Robotics,2025,1,False
Norway,Robotics,2017,0,True
Norway,Robotics,2018,8,True
South Korea,Robotics,2025,25,False
India,Robotics,2020,4,True
China (mainland),Robotics,2025,1664,False
Finland,Robotics,2020,40,True
Sri Lanka,"Sales, retail, commerce, marketing",2022,0,True
Spain,"Sales, retail, commerce, marketing",2024,36,True
United Kingdom,"Sales, retail, commerce, marketing",2015,246,True
Ireland,"Sales, retail, commerce, marketing",2023,63,True
United Arab Emirates,"Sales, retail, commerce, marketing",2021,7,True
Finland,"Sales, retail, commerce, marketing",2018,385,True
Chile,"Sales, retail, commerce, marketing",2019,0,True
Thailand,"Sales, retail, commerce, marketing",2015,0,True
Tunisia,"Sales, retail, commerce, marketing",2019,0,True
Japan,"Sales, retail, commerce, marketing",2025,48,False
China (mainland),Semiconductor,2022,411,True
Japan,Semiconductor,2015,2,True
United States,Simulation,2015,1,True
Russia,Software,2018,33,True
Bangladesh,Software,2023,2,True
Armenia,Software,2020,2,True
India,Software,2025,2164,False
France,Software,2020,1896,True
China (mainland),Software,2015,459,True
Iceland,Software,2024,5,True
Vietnam,Software,2017,0,True
Brazil,Software,2017,122,True
United States,Software,2018,40332,True
Romania,Software,2016,1,True
Jordan,Software,2022,1,True
Serbia,Software,2020,0,True
Philippines,Software,2018,3,True
Qatar,Software,2025,1,False
Iran,Software,2022,0,True
