country,field,year,disclosed_investment,complete
Malaysia,Hardware,2024,0,True
Ukraine,Healthcare and Life Sciences,2021,0,True
Ukraine,Healthcare and Life Sciences,2024,0,True
Ireland,Healthcare and Life Sciences,2020,1,True
Nigeria,Healthcare and Life Sciences,2022,0,True
United Kingdom,Healthcare and Life Sciences,2021,129,True
Thailand,Healthcare and Life Sciences,2019,3,True
Argentina,Healthcare and Life Sciences,2023,1,True
Czechia,Healthcare and Life Sciences,2021,2,True
India,Healthcare and Life Sciences,2017,8,True
Hungary,Healthcare and Life Sciences,2017,0,True
Belgium,Healthcare and Life Sciences,2017,0,True
Belgium,Healthcare and Life Sciences,2018,0,True
South Africa,Healthcare and Life Sciences,2019,2,True
Denmark,Information Technology,2018,3,True
Slovakia,Information Technology,2025,10,False
Germany,Information Technology,2019,84,True
Austria,Information Technology,2017,3,True
Argentina,Information Technology,2024,1,True
Egypt,Information Technology,2022,0,True
Sri Lanka,Information Technology,2021,0,True
Brazil,Information Technology,2021,94,True
Estonia,Information Technology,2020,4,True
Estonia,Information Technology,2021,40,True
Turkey,Information Technology,2019,2,True
Thailand,Information Technology,2015,0,True
Japan,Lending and Investments,2024,13,True
South Africa,Lending and Investments,2021,31,True
Germany,Lending and Investments,2020,15,True
Brazil,Lending and Investments,2021,3,True
South Korea,Lending and Investments,2018,1,True
Thailand,Manufacturing,2019,3,True
Brazil,Manufacturing,2024,5,True
Sweden,Manufacturing,2020,4,True
South Korea,Manufacturing,2016,1,True
Egypt,Manufacturing,2024,0,True
Latvia,Manufacturing,2023,0,True
Australia,Media and Entertainment,2015,3,True
Australia,Media and Entertainment,2018,11,True
Brazil,Media and Entertainment,2025,2,False
Sweden,Media and Entertainment,2017,8,True
France,Media and Entertainment,2023,7,True
Japan,Media and Entertainment,2020,11,True
China (mainland),Media and Entertainment,2024,9,True
Singapore,Media and Entertainment,2023,18,True
Turkey,"Mobile, platforms & Internet services",2016,9,True
Turkey,"Mobile, platforms & Internet services",2024,55,True
Portugal,"Mobile, platforms & Internet services",2020,2,True
France,"Mobile, platforms & Internet services",2024,167,True
Japan,"Mobile, platforms & Internet services",2023,114,True
Argentina,"Mobile, platforms & Internet services",2024,1,True
Netherlands,"Mobile, platforms & Internet services",2018,5,True
Spain,"Mobile, platforms & Internet services",2016,10,True
Indonesia,"Mobile, platforms & Internet services",2023,1,True
Ireland,"Mobile, platforms & Internet services",2017,3,True
Spain,NLP,2019,4,True
Australia,NLP,2015,1,True
Israel,NLP,2022,17,True
Netherlands,NLP,2017,0,True
Netherlands,NLP,2023,3,True
Singapore,NLP,2024,0,True
Japan,Navigation and mapping,2024,1,True
South Africa,Navigation and mapping,2024,0,True
United States,Other,2019,1632,True
Japan,Other,2017,13,True
China (mainland),Other,2021,303,True
Finland,Other,2019,1,True
Iceland,Other,2020,0,True
Indonesia,Other,2021,0,True
New Zealand,Other,2023,1,True
Zimbabwe,Other,2024,1,True
Netherlands,Other,2019,0,True
United Kingdom,Other,2024,238,True
Romania,Other,2025,2,False
Norway,Privacy and Security,2022,0,True
Saudi Arabia,Privacy and Security,2025,3,False
United Kingdom,Privacy and Security,2022,124,True
France,Privacy and Security,2020,12,True
South Korea,Privacy and Security,2025,26,False
United States,Professional services,2022,2961,True
Hungary,Professional services,2020,1,True
South Africa,Professional services,2025,1,False
Iceland,Professional services,2017,0,True
Slovakia,Professional services,2023,1,True
Austria,Professional services,2025,2,False
Netherlands,Professional services,2015,0,True
Poland,Professional services,2015,1,True
Poland,Professional services,2016,3,True
Poland,Professional services,2017,4,True
Portugal,Professional services,2015,0,True
Finland,Professional services,2020,1,True
Chile,Professional services,2021,0,True
Italy,Professional services,2022,7,True
Malaysia,Professional services,2022,1,True
Portugal,Real estate,2019,2,True
Japan,Real estate,2024,7,True
Peru,Real estate,2025,0,False
Austria,Real estate,2024,2,True
India,Real estate,2022,58,True
Poland,Real estate,2020,1,True
Germany,Real estate,2020,8,True
Colombia,Real estate,2020,0,True
Poland,Robotics,2020,2,True
Japan,Robotics,2021,8,True
Norway,Robotics,2021,18,True
Taiwan,Robotics,2023,6,True
Singapore,Robotics,2025,6,False
Japan,"Sales, retail, commerce, marketing",2019,17,True
Spain,"Sales, retail, commerce, marketing",2023,6,True
Sweden,"Sales, retail, commerce, marketing",2016,9,True
Vietnam,"Sales, retail, commerce, marketing",2021,7,True
South Korea,"Sales, retail, commerce, marketing",2017,15,True
Turkey,"Sales, retail, commerce, marketing",2023,4,True
United Kingdom,"Sales, retail, commerce, marketing",2024,38,True
Cyprus,"Sales, retail, commerce, marketing",2015,1,True
Argentina,"Sales, retail, commerce, marketing",2016,0,True
India,"Sales, retail, commerce, marketing",2016,3,True
Italy,"Sales, retail, commerce, marketing",2021,32,True
South Africa,"Sales, retail, commerce, marketing",2023,1,True
Singapore,Semiconductor,2019,1,True
Germany,Simulation,2017,1,True
Germany,Simulation,2022,2,True
United Kingdom,Simulation,2019,4,True
United States,Simulation,2018,2,True
United States,Simulation,2020,5,True
Romania,Software,2018,0,True
United Kingdom,Software,2022,1788,True
Switzerland,Software,2022,262,True
Iceland,Software,2016,4,True
South Korea,Software,2023,738,True
Finland,Software,2025,44,False
Czechia,Software,2025,58,False
Philippines,Software,2018,1,True
Ukraine,Software,2022,0,True
Mexico,Software,2015,0,True
Oman,Software,2025,1,False
Norway,Software,2021,276,True
Norway,Software,2023,68,True
Uganda,Software,2022,0,True
Austria,Software,2018,5,True
Argentina,Software,2015,0,True
Argentina,Software,2019,1,True
Nigeria,Software,2025,7,False
Luxembourg,Software,2021,4,True
Thailand,Software,2022,3,True
Malaysia,Speech Recognition,2025,0,False
Estonia,Speech Recognition,2018,0,True
United States,Speech Recognition,2016,164,True
Singapore,Sports,2023,0,True
Israel,Sports,2023,1,True
Turkey,Sports,2022,0,True
Norway,Sports,2025,1,False
Colombia,Telecommunications,2022,1,True
Netherlands,Telecommunications,2017,2,True
Slovakia,Telecommunications,2021,4,True
Austria,Transportation,2025,20,False
Turkey,Transportation,2024,0,True
Hungary,Transportation,2015,1,True
Colombia,Transportation,2021,1,True
Germany,Transportation,2023,351,True
India,Agriculture,2020,2,True
Nigeria,Agriculture,2020,0,True
Finland,Agriculture,2021,3,True
Seychelles,All,2017,1,True
Hungary,All,2021,13,True
Denmark,All,2025,153,False
Slovenia,All,2020,4,True
United Arab Emirates,All,2023,432,True
Netherlands,All,2020,143,True
Pakistan,All,2022,4,True
Paraguay,All,2024,0,True
Czechia,All,2023,39,True
United Kingdom,All,2025,8413,False
Latvia,All,2025,2,False
Mexico,Biotechnology,2019,0,True
Portugal,Biotechnology,2018,0,True
Australia,Biotechnology,2017,0,True
France,Biotechnology,2017,2,True
China (mainland),Biotechnology,2015,4,True
South Korea,Biotechnology,2018,2,True
Denmark,Biotechnology,2018,1,True
Norway,Biotechnology,2022,5,True
India,Biotechnology,2025,7,False
Finland,Biotechnology,2021,15,True
Germany,Biotechnology,2021,30,True
Denmark,Community and Lifestyle,2020,2,True
New Zealand,Community and Lifestyle,2025,0,False
Japan,Community and Lifestyle,2020,8,True
Russia,Community and Lifestyle,2020,3,True
Saudi Arabia,Community and Lifestyle,2018,1,True
Cyprus,Community and Lifestyle,2020,2,True
Netherlands,Community and Lifestyle,2019,0,True
Italy,Community and Lifestyle,2025,0,False
Denmark,Computer Vision,2020,0,True
Japan,Computer Vision,2016,0,True
Australia,Computer Vision,2015,0,True
Spain,Computer Vision,2020,11,True
United States,Computer Vision,2016,182,True
South Korea,Consumer goods,2015,1,True
South Korea,Consumer goods,2025,15,False
United States,Consumer goods,2022,971,True
Israel,Consumer goods,2020,46,True
China (mainland),Consumer goods,2015,32,True
Netherlands,Consumer goods,2021,1,True
Switzerland,Consumer goods,2017,7,True
Sweden,Consumer goods,2017,1,True
Italy,Cyber Security,2022,0,True
Netherlands,Cyber Security,2021,21,True
China (mainland),Cyber Security,2015,1,True
India,Data and analytics,2016,45,True
India,Data and analytics,2024,361,True
Singapore,Data and analytics,2015,30,True
Paraguay,Data and analytics,2024,0,True
Thailand,Data and analytics,2018,0,True
Ireland,Data and analytics,2023,185,True
Switzerland,Data and analytics,2021,182,True
Chile,Data and analytics,2024,5,True
Colombia,Data and analytics,2022,14,True
Romania,Data and analytics,2018,0,True
Ghana,Data and analytics,2021,0,True
Ghana,Data and analytics,2025,0,False
China (mainland),Data and analytics,2019,1518,True
Lebanon,Data and analytics,2020,0,True
Greece,Data and analytics,2025,4,False
Denmark,Data and analytics,2015,6,True
Denmark,Data and analytics,2024,64,True
Norway,Data and analytics,2019,33,True
Bangladesh,Education,2021,0,True
Brazil,Education,2018,1,True
Estonia,Education,2015,3,True
United Kingdom,Education,2021,53,True
China (mainland),Energy and natural resources,2023,68,True
South Korea,Energy and natural resources,2020,4,True
United States,Energy and natural resources,2018,136,True
Philippines,Energy and natural resources,2025,1,False
Germany,Energy and natural resources,2023,21,True
Finland,Energy and natural resources,2017,0,True
Canada,Energy and natural resources,2021,113,True
Argentina,Finance,2022,0,True
India,Finance,2022,113,True
Poland,Finance,2022,8,True
Mexico,Finance,2016,1,True
Japan,Finance,2021,52,True
Botswana,Finance,2016,0,True
Czechia,Finance,2023,13,True
Sweden,Finance,2016,0,True
Bulgaria,Finance,2022,0,True
China (mainland),Gaming,2022,75,True
Turkey,Gaming,2024,0,True
Israel,Gaming,2019,0,True
Romania,Gaming,2020,0,True
Czechia,General purpose,2024,12,True
Portugal,General purpose,2019,20,True
Lebanon,General purpose,2015,0,True
Serbia,General purpose,2022,0,True
Estonia,General purpose,2016,2,True
Romania,General purpose,2020,2,True
Mexico,General purpose,2024,7,True
Brazil,General purpose,2023,96,True
Russia,General purpose,2019,24,True
Peru,General purpose,2019,1,True
New Zealand,Hardware,2023,1,True
Italy,Hardware,2017,4,True
Pakistan,Hardware,2019,0,True
Kenya,Hardware,2024,0,True
India,Hardware,2019,13,True
Slovakia,Hardware,2021,4,True
Finland,Hardware,2023,5,True
Latvia,Hardware,2021,0,True
Switzerland,Hardware,2018,27,True
Norway,Hardware,2025,3,False
Brazil,Hardware,2016,0,True
Vietnam,Hardware,2024,1,True
Bahrain,Hardware,2020,0,True
Australia,Hardware,2017,2,True
Netherlands,Healthcare and Life Sciences,2023,16,True
Chile,Healthcare and Life Sciences,2016,0,True
Russia,Healthcare and Life Sciences,2018,5,True
Russia,Healthcare and Life Sciences,2024,0,True
Switzerland,Healthcare and Life Sciences,2022,16,True
Spain,Healthcare and Life Sciences,2023,41,True
Poland,Healthcare and Life Sciences,2020,6,True
Czechia,Healthcare and Life Sciences,2017,1,True
India,Healthcare and Life Sciences,2020,19,True
Belgium,Healthcare and Life Sciences,2020,1,True
Denmark,Information Technology,2022,6,True
Indonesia,Information Technology,2020,2,True
Latvia,Information Technology,2021,0,True
South Korea,Information Technology,2017,19,True
United States,Information Technology,2021,15737,True
Norway,Information Technology,2020,332,True
Sri Lanka,Information Technology,2025,3,False
Armenia,Information Technology,2021,1,True
Thailand,Information Technology,2018,0,True
Portugal,Information Technology,2020,6,True
Netherlands,Lending and Investments,2021,0,True
India,Lending and Investments,2016,1,True
Philippines,Lending and Investments,2020,0,True
Nigeria,Lending and Investments,2023,0,True
Mexico,Lending and Investments,2020,1,True
Lithuania,Manufacturing,2025,0,False
India,Manufacturing,2021,5,True
Japan,Manufacturing,2016,15,True
Iceland,Manufacturing,2017,1,True
Argentina,Manufacturing,2020,0,True
Denmark,Manufacturing,2016,0,True
United States,Manufacturing,2020,393,True
Czechia,Media and Entertainment,2023,1,True
India,Media and Entertainment,2022,105,True
Panama,Media and Entertainment,2023,0,True
United States,Media and Entertainment,2016,327,True
Ukraine,Media and Entertainment,2019,0,True
Israel,"Military, public safety and government",2020,8,True
Austria,"Military, public safety and government",2021,5,True
Canada,"Military, public safety and government",2017,0,True
Singapore,"Military, public safety and government",2017,1,True
Brazil,"Military, public safety and government",2020,0,True
Mongolia,"Mobile, platforms & Internet services",2018,0,True
Hungary,"Mobile, platforms & Internet services",2020,2,True
Luxembourg,"Mobile, platforms & Internet services",2024,20,True
Uganda,"Mobile, platforms & Internet services",2022,0,True
Belgium,"Mobile, platforms & Internet services",2021,27,True
Taiwan,"Mobile, platforms & Internet services",2017,2,True
South Korea,"Mobile, platforms & Internet services",2019,16,True
South Korea,"Mobile, platforms & Internet services",2024,78,True
Estonia,"Mobile, platforms & Internet services",2024,3,True
Hungary,NLP,2017,1,True
Japan,NLP,2016,2,True
India,NLP,2018,4,True
Switzerland,Navigation and mapping,2023,0,True
New Zealand,Navigation and mapping,2024,0,True
Singapore,Navigation and mapping,2022,13,True
Sweden,Navigation and mapping,2021,3,True
Brazil,Other,2022,105,True
Estonia,Other,2024,1,True
Japan,Other,2022,9,True
Australia,Other,2018,0,True
Spain,Other,2016,0,True
Austria,Other,2019,0,True
Austria,Other,2020,10,True
Malaysia,Other,2021,20,True
Switzerland,Other,2016,1,True
Switzerland,Other,2018,28,True
New Zealand,Other,2021,5,True
United Kingdom,Other,2018,64,True
Israel,Other,2015,8,True
Portugal,Privacy and Security,2023,0,True
Switzerland,Privacy and Security,2019,150,True
Switzerland,Privacy and Security,2021,95,True
India,Privacy and Security,2021,10,True
United Arab Emirates,Professional services,2024,47,True
Canada,Professional services,2017,33,True
Brazil,Professional services,2023,42,True
Portugal,Professional services,2019,5,True
Ireland,Professional services,2016,0,True
South Korea,Professional services,2017,1,True
France,Professional services,2020,183,True
Tunisia,Professional services,2022,0,True
United Kingdom,Real estate,2015,2,True
Japan,Real estate,2017,1,True
China (mainland),Real estate,2022,4,True
Israel,Robotics,2024,18,True
Spain,Robotics,2015,0,True
Sri Lanka,Robotics,2019,1,True
Malaysia,Robotics,2017,0,True
United Kingdom,Robotics,2023,24,True
Ireland,Robotics,2022,0,True
Ireland,Robotics,2024,1,True
Switzerland,"Sales, retail, commerce, marketing",2016,0,True
Switzerland,"Sales, retail, commerce, marketing",2017,4,True
Switzerland,"Sales, retail, commerce, marketing",2021,66,True
Australia,"Sales, retail, commerce, marketing",2022,25,True
Estonia,"Sales, retail, commerce, marketing",2015,0,True
Ukraine,"Sales, retail, commerce, marketing",2019,4,True
Canada,"Sales, retail, commerce, marketing",2019,135,True
Turkey,"Sales, retail, commerce, marketing",2015,100,True
