country,field,year,num_patent_applications,complete
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2022,395,False
Morocco,Personal Devices and Computing,2021,0,False
Russia,Personal Devices and Computing,2018,100,True
Luxembourg,Physical Sciences and Engineering,2020,2,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2015,0,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2016,0,True
China (mainland),Physical Sciences and Engineering,2025,0,False
Lithuania,Physical Sciences and Engineering,2018,2,True
Czechia,Physical Sciences and Engineering,2022,0,False
Slovenia,Physical Sciences and Engineering,2022,0,False
Bulgaria,Physical Sciences and Engineering,2022,0,False
Finland,Security,2020,2,True
Malaysia,Security,2018,3,True
Spain,Security,2019,7,True
Spain,Security,2022,2,False
Poland,Security,2021,2,False
Mexico,Security,2019,5,True
Morocco,Security,2015,0,True
Brazil,Security,2020,5,True
Switzerland,Security,2020,0,True
Portugal,Security,2016,1,True
Iran,Security,2018,1,True
San Marino,Telecommunications,2018,1,True
Netherlands,Telecommunications,2023,1,False
India,Telecommunications,2017,53,True
Finland,Telecommunications,2022,10,False
European Patent Organization,Telecommunications,2017,64,True
Poland,Telecommunications,2020,1,True
Peru,Telecommunications,2016,1,True
Peru,Telecommunications,2022,1,False
Tunisia,Telecommunications,2022,1,False
United Kingdom,Telecommunications,2021,88,False
Philippines,Telecommunications,2016,0,True
Sweden,Transportation,2017,5,True
Hungary,Transportation,2019,0,True
Taiwan,Transportation,2022,10,False
Israel,Transportation,2022,5,False
Uruguay,Transportation,2020,0,True
Turkey,Transportation,2019,2,True
Morocco,Transportation,2017,1,True
Germany,Transportation,2017,167,True
World Intellectual Property Organization (WIPO),Transportation,2019,35,True
Denmark,Transportation,2017,2,True
Australia,Transportation,2018,41,True
Eurasian Patent Organization,Transportation,2017,0,True
Canada,Agriculture,2022,4,False
Chile,Agriculture,2021,0,False
Romania,Agriculture,2018,0,True
Israel,Agriculture,2018,2,True
New Zealand,Agriculture,2018,1,True
Bulgaria,Agriculture,2023,0,False
South Africa,Agriculture,2021,0,False
Peru,Agriculture,2022,0,False
South Korea,Agriculture,2019,114,True
Portugal,All,2018,13,True
Chile,All,2019,1,True
World Intellectual Property Organization (WIPO),All,2018,222,True
Australia,All,2016,241,True
Czechia,All,2020,4,True
Netherlands,All,2017,5,True
Turkey,All,2018,18,True
Luxembourg,All,2020,13,True
Japan,Banking and Finance,2022,61,False
Australia,Banking and Finance,2022,32,False
Ireland,Banking and Finance,2018,0,True
Greece,Banking and Finance,2019,0,True
Greece,Banking and Finance,2021,0,False
Netherlands,Banking and Finance,2016,0,True
Netherlands,Banking and Finance,2017,0,True
Hungary,Banking and Finance,2016,2,True
Czechia,Banking and Finance,2018,0,True
Croatia,Banking and Finance,2018,0,True
Eurasian Patent Organization,Banking and Finance,2019,0,True
Ireland,Business,2016,0,True
Hungary,Business,2022,0,False
Philippines,Business,2015,3,True
Luxembourg,Business,2017,0,True
Netherlands,Business,2019,2,True
New Zealand,Business,2015,3,True
Romania,Business,2015,0,True
Romania,Business,2017,1,True
Slovenia,Business,2015,1,True
Germany,Business,2018,39,True
Denmark,Energy Management,2015,2,True
South Africa,Energy Management,2021,0,False
Uruguay,Energy Management,2022,0,False
China (mainland),Energy Management,2025,0,False
Peru,Energy Management,2020,1,True
Bulgaria,Energy Management,2021,0,False
United Kingdom,Energy Management,2021,13,False
World Intellectual Property Organization (WIPO),Energy Management,2020,14,True
South Korea,Energy Management,2018,215,True
Japan,Energy Management,2022,91,False
European Patent Organization,Industry and Manufacturing,2017,23,True
South Korea,Industry and Manufacturing,2021,578,False
Taiwan,Industry and Manufacturing,2020,28,True
China (mainland),Industry and Manufacturing,2022,7014,False
Turkey,Industry and Manufacturing,2015,0,True
Sweden,Industry and Manufacturing,2024,0,False
Hungary,Industry and Manufacturing,2018,1,True
Slovenia,Industry and Manufacturing,2022,0,False
Croatia,Life Sciences,2015,2,True
Slovakia,Life Sciences,2023,0,False
Austria,Life Sciences,2021,1,False
Eurasian Patent Organization,Life Sciences,2019,0,True
Germany,Life Sciences,2016,39,True
Finland,Life Sciences,2021,2,False
Japan,Life Sciences,2019,752,True
Denmark,Life Sciences,2018,11,True
Greece,Personal Devices and Computing,2017,6,True
Mexico,Personal Devices and Computing,2021,16,False
Portugal,Personal Devices and Computing,2019,4,True
San Marino,Personal Devices and Computing,2015,0,True
San Marino,Personal Devices and Computing,2018,0,True
France,Personal Devices and Computing,2017,41,True
New Zealand,Personal Devices and Computing,2015,8,True
Philippines,Personal Devices and Computing,2018,1,True
Saudi Arabia,Personal Devices and Computing,2022,0,False
India,Personal Devices and Computing,2016,90,True
Russia,Physical Sciences and Engineering,2018,7,True
Canada,Physical Sciences and Engineering,2024,0,False
Switzerland,Physical Sciences and Engineering,2016,1,True
Morocco,Physical Sciences and Engineering,2015,0,True
Italy,Physical Sciences and Engineering,2016,1,True
Serbia,Physical Sciences and Engineering,2016,0,True
Hungary,Physical Sciences and Engineering,2022,0,False
Japan,Physical Sciences and Engineering,2015,27,True
Austria,Physical Sciences and Engineering,2021,1,False
Panama,Physical Sciences and Engineering,2016,0,True
Russia,Security,2020,17,True
Serbia,Security,2015,0,True
Sri Lanka,Security,2016,0,True
India,Security,2016,6,True
South Korea,Security,2015,16,True
Israel,Security,2022,5,False
Brazil,Security,2019,9,True
China (mainland),Security,2017,337,True
Netherlands,Telecommunications,2022,6,False
India,Telecommunications,2018,40,True
Argentina,Telecommunications,2018,0,True
Bulgaria,Telecommunications,2023,0,False
Hungary,Telecommunications,2016,2,True
United States,Telecommunications,2019,3487,True
Russia,Telecommunications,2015,14,True
Canada,Telecommunications,2023,1,False
Canada,Telecommunications,2024,0,False
Belgium,Telecommunications,2020,0,True
Spain,Telecommunications,2023,2,False
Philippines,Telecommunications,2015,3,True
Brazil,Transportation,2022,1,False
Russia,Transportation,2019,16,True
Japan,Transportation,2023,3,False
Taiwan,Transportation,2019,7,True
European Patent Organization,Transportation,2017,36,True
European Patent Organization,Transportation,2023,5,False
Ukraine,Transportation,2017,0,True
Portugal,Transportation,2017,1,True
Greece,Transportation,2016,0,True
New Zealand,Transportation,2018,0,True
Netherlands,Transportation,2015,0,True
Netherlands,Transportation,2019,1,True
Malaysia,Transportation,2017,3,True
Chile,Agriculture,2015,0,True
Brazil,Agriculture,2016,7,True
Finland,Agriculture,2022,0,False
Portugal,Agriculture,2019,1,True
Tunisia,Agriculture,2022,0,False
Italy,Agriculture,2017,2,True
India,Agriculture,2022,0,False
Jordan,Agriculture,2017,1,True
Mexico,All,2022,25,False
South Korea,All,2021,9678,False
Israel,All,2020,23,True
Ireland,All,2016,2,True
Germany,All,2021,994,False
Lithuania,All,2015,4,True
European Patent Organization,Banking and Finance,2018,16,True
Canada,Banking and Finance,2016,15,True
Philippines,Banking and Finance,2017,0,True
Luxembourg,Banking and Finance,2023,1,False
Sweden,Banking and Finance,2015,0,True
Azerbaijan,Banking and Finance,2018,0,True
Portugal,Banking and Finance,2015,0,True
World Intellectual Property Organization (WIPO),Banking and Finance,2022,45,False
Chile,Banking and Finance,2022,0,False
Bulgaria,Business,2015,0,True
Lithuania,Business,2022,0,False
Hungary,Business,2018,1,True
France,Business,2016,1,True
European Patent Organization,Business,2019,77,True
Israel,Business,2021,3,False
Switzerland,Business,2021,3,False
Belgium,Business,2020,0,True
Turkey,Business,2020,8,True
Brazil,Business,2019,35,True
Italy,Business,2020,6,True
Norway,Energy Management,2020,0,True
Eurasian Patent Organization,Energy Management,2015,0,True
Eurasian Patent Organization,Energy Management,2016,1,True
United States,Energy Management,2023,8,False
Taiwan,Energy Management,2016,5,True
Czechia,Energy Management,2018,0,True
India,Energy Management,2021,0,False
Peru,Energy Management,2015,0,True
Peru,Energy Management,2017,0,True
United Kingdom,Energy Management,2019,13,True
World Intellectual Property Organization (WIPO),Energy Management,2022,32,False
Turkey,Energy Management,2019,0,True
Turkey,Energy Management,2022,1,False
Australia,Industry and Manufacturing,2016,19,True
Hungary,Industry and Manufacturing,2021,2,False
Colombia,Life Sciences,2024,0,False
Taiwan,Life Sciences,2020,84,True
Taiwan,Life Sciences,2024,0,False
China (mainland),Life Sciences,2021,5813,False
Slovakia,Life Sciences,2021,0,False
Costa Rica,Life Sciences,2019,1,True
Greece,Life Sciences,2023,4,False
Romania,Life Sciences,2022,0,False
Thailand,Life Sciences,2017,0,True
European Patent Organization,Life Sciences,2018,175,True
Switzerland,Life Sciences,2019,0,True
Denmark,Personal Devices and Computing,2015,7,True
Philippines,Personal Devices and Computing,2016,1,True
Ukraine,Personal Devices and Computing,2021,0,False
Norway,Personal Devices and Computing,2022,0,False
Russia,Personal Devices and Computing,2015,44,True
Sweden,Personal Devices and Computing,2018,8,True
Peru,Physical Sciences and Engineering,2021,3,False
United States,Physical Sciences and Engineering,2017,253,True
New Zealand,Physical Sciences and Engineering,2019,1,True
Netherlands,Physical Sciences and Engineering,2015,0,True
Poland,Physical Sciences and Engineering,2017,3,True
Czechia,Physical Sciences and Engineering,2020,0,True
Ukraine,Physical Sciences and Engineering,2018,1,True
Spain,Physical Sciences and Engineering,2019,7,True
Argentina,Physical Sciences and Engineering,2016,0,True
Chile,Physical Sciences and Engineering,2018,1,True
France,Physical Sciences and Engineering,2018,9,True
France,Physical Sciences and Engineering,2019,4,True
Japan,Physical Sciences and Engineering,2018,130,True
European Patent Organization,Physical Sciences and Engineering,2019,24,True
Germany,Physical Sciences and Engineering,2024,1,False
Denmark,Physical Sciences and Engineering,2015,0,True
Finland,Physical Sciences and Engineering,2022,1,False
Russia,Security,2018,19,True
Belgium,Security,2017,0,True
Eurasian Patent Organization,Security,2016,1,True
South Korea,Security,2016,54,True
Norway,Security,2021,0,False
United States,Security,2019,1099,True
San Marino,Security,2018,0,True
Switzerland,Security,2021,0,False
Japan,Security,2015,18,True
United Kingdom,Security,2016,26,True
San Marino,Telecommunications,2015,0,True
Lithuania,Telecommunications,2019,1,True
Slovenia,Telecommunications,2015,0,True
South Korea,Telecommunications,2021,1580,False
Japan,Telecommunications,2015,81,True
Israel,Telecommunications,2022,9,False
Malaysia,Telecommunications,2022,0,False
France,Telecommunications,2022,48,False
Brazil,Transportation,2015,22,True
Chile,Transportation,2015,0,True
Japan,Transportation,2017,398,True
Israel,Transportation,2018,1,True
Romania,Transportation,2019,0,True
Romania,Transportation,2020,0,True
Switzerland,Transportation,2020,0,True
Saudi Arabia,Transportation,2022,0,False
Australia,Agriculture,2016,8,True
Croatia,Agriculture,2018,1,True
Serbia,Agriculture,2021,0,False
Romania,Agriculture,2023,0,False
New Zealand,Agriculture,2019,0,True
China (mainland),Agriculture,2021,1015,False
South Africa,Agriculture,2019,0,True
South Africa,Agriculture,2023,0,False
South Africa,Agriculture,2024,0,False
Germany,Agriculture,2023,2,False
Netherlands,Agriculture,2019,1,True
Peru,Agriculture,2021,0,False
Mexico,Agriculture,2015,2,True
Luxembourg,Agriculture,2020,1,True
Russia,Agriculture,2015,0,True
Portugal,All,2016,10,True
Mexico,All,2021,134,False
Slovenia,All,2016,3,True
Latvia,All,2017,1,True
Eurasian Patent Organization,All,2018,13,True
Colombia,All,2017,2,True
Australia,All,2015,128,True
Austria,All,2017,11,True
Czechia,All,2023,4,False
Ireland,All,2021,1,False
Greece,All,2021,8,False
Lithuania,All,2016,3,True
European Patent Organization,All,2021,1464,False
Morocco,Banking and Finance,2016,0,True
Morocco,Banking and Finance,2021,0,False
Norway,Banking and Finance,2020,0,True
Serbia,Banking and Finance,2017,0,True
Serbia,Banking and Finance,2023,0,False
Hungary,Banking and Finance,2022,0,False
Peru,Banking and Finance,2015,0,True
Malaysia,Banking and Finance,2016,0,True
Bulgaria,Business,2019,0,True
Norway,Business,2017,0,True
Romania,Business,2023,0,False
China (mainland),Business,2017,1552,True
Serbia,Business,2024,0,False
Singapore,Business,2020,10,True
United States,Business,2019,1895,True
World Intellectual Property Organization (WIPO),Business,2023,18,False
Switzerland,Business,2020,0,True
Austria,Business,2018,0,True
Sweden,Business,2019,0,True
Brazil,Business,2018,21,True
Tunisia,Energy Management,2022,0,False
Australia,Energy Management,2017,9,True
Taiwan,Energy Management,2019,6,True
Taiwan,Energy Management,2023,2,False
Czechia,Energy Management,2019,0,True
India,Energy Management,2020,0,True
Israel,Energy Management,2015,0,True
Israel,Energy Management,2022,0,False
Switzerland,Energy Management,2020,0,True
World Intellectual Property Organization (WIPO),Energy Management,2019,20,True
Poland,Energy Management,2023,0,False
Japan,Energy Management,2016,47,True
Japan,Energy Management,2018,112,True
Italy,Industry and Manufacturing,2023,1,False
United States,Industry and Manufacturing,2020,558,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2017,0,True
Canada,Industry and Manufacturing,2024,0,False
New Zealand,Industry and Manufacturing,2015,2,True
Austria,Industry and Manufacturing,2017,0,True
Bulgaria,Industry and Manufacturing,2019,0,True
Croatia,Industry and Manufacturing,2022,0,False
Peru,Industry and Manufacturing,2016,0,True
South Korea,Life Sciences,2016,166,True
Norway,Life Sciences,2019,1,True
India,Life Sciences,2015,20,True
Israel,Life Sciences,2019,2,True
Italy,Life Sciences,2016,7,True
France,Life Sciences,2018,30,True
Spain,Life Sciences,2021,16,False
Jordan,Life Sciences,2019,1,True
South Korea,Personal Devices and Computing,2018,1325,True
